Athlete_ID,event_anzahl,name,sex,Goldmedallien,Silbermedallien,Bronzemmedallien
104164,3,"Yevgeny Viktorovich Sadovy",M,3,0,0
106394,2,"Buvaysar Khamidovich Saytiyev",M,3,0,0
106474,2,"Daniele Scarpa",M,1,1,0
106878,2,"Maurice Auguste Schills",M,1,1,0
107287,2,"Petra Schneider (-Kind)",F,1,1,0
107529,3,"Ollie Martin Schriver",M,3,0,0
107915,2,"William Douglas "Tripp" Schwenk, III",M,1,1,0
108233,2,"Guglielmo Segato",M,1,1,0
109062,2,"Torul sgrov",M,1,1,0
109201,2,"Galina Yakovlevna Shamray (Rudko-, -Ilyina)",F,1,1,0
111300,2,"Martin Sinkovi",M,1,1,0
111301,2,"Valent Sinkovi",M,1,1,0
111471,2,"Sigvard Jakob Sivertsen",M,1,1,0
111660,2,"Callum Skinner",M,1,1,0
112271,2,"Edwin Harold Smith",M,1,1,0
112543,2,"Peter George Snell",M,3,0,0
112753,2,"Nicoleta Daniela "Dana" ofronie",F,1,1,0
113662,2,"Henry John "Harry" Spanjer",M,1,1,0
113716,2,"Pietro Speciale",M,1,1,0
113799,2,"Silvia Sperber (-Seiderer)",F,1,1,0
114853,3,"Carolyn Lynne "Carrie" Steinseifer (-Bates)",F,3,0,0
114927,2,"Erik Harry Stenqvist",M,1,1,0
115276,2,"Karen Elizabeth Stives",F,1,1,0
115488,2,"Botond Storcz",M,3,0,0
115497,2,"Dudley Leonard Storey",M,1,1,0
115834,2,"Lennart Thorvald Strmberg",M,1,1,0
116044,2,"William Kensett Styles",M,1,1,0
116877,2,"Dmitry Valeryevich Svatkovsky",M,1,1,0
117279,2,"Olga Pavlovna Syrovatskaya-Mineyeva",F,1,1,0
117834,2,"Tymur Borysovych Taimazov",M,1,1,0
118081,2,"Viorel Talapan",M,1,1,0
118158,2,"Jaan Talts",M,1,1,0
118519,2,"Tao Luna",F,1,1,0
118551,2,"Ashley Tara Tappin (-Doussan)",F,3,0,0
118574,2,"Leonid Arkadyevich Taranenko",M,1,1,0
118765,2,"Ulrike Tauber (-Lebek)",F,1,1,0
118836,2,"Veniamin Igorevich Tayanovich",M,1,1,0
118937,2,"Robert James Taylor",M,1,1,0
119440,2,"Andreas Tews",M,1,1,0
119755,2,"Nicholas Brewer "Nick" Thoman",M,1,1,0
120002,2,"Gordon Lindsay Thomson",M,1,1,0
120103,2,"Thomas Thorstensen",M,1,1,0
121694,2,"Livio Trap",M,1,1,0
121915,2,"Andrew "Andy" Triggs Hodge",M,3,0,0
121985,2,"Frank Merlin Troeh",M,1,1,0
123256,2,"Jan Ullrich",M,1,1,0
123449,2,"Galina Napoleonovna Urbanovich (Khelle-)",F,1,1,0
123494,2,"Rubn Uriza Castro",M,1,1,0
123959,2,"Howard Van Nostrand Valentine",M,1,1,0
124156,2,"Paul Van Asbroeck",M,1,1,0
124483,2,"Adolf Dirk Coenraad van der Voort van Zijp",M,3,0,0
124570,2,"Jacobus Johannes "Jacques" van Egmond",M,1,1,0
124789,3,"Edmond Van Moer",M,3,0,0
124969,2,"Arie Gerrit van Vliet",M,1,1,0
125332,2,"William Michael "Bill" Varley",M,1,1,0
126078,2,"Michel Herv Vermeulin",M,1,1,0
126096,2,"Oleh Yuriyovych Verniaiev",M,1,1,0
127491,2,"Nataliya Vitalyevna Vorobyova",F,1,1,0
127918,2,"Udo Wagner",M,1,1,0
128151,2,"Michael Allen "Mike" Wall",M,3,0,0
128210,2,"Erik Gustaf Wallerius",M,1,1,0
128218,2,"Johan Harald Alfred Wallin",M,1,1,0
128469,2,"Wang Hui-Gyeong",F,1,1,0
128498,2,"Wang Junxia",F,1,1,0
128984,3,"Lillian Debra "Pokey" Watson (-Richardson)",F,3,0,0
128993,2,"Kathryn Anne "Kathy" Watt",F,1,1,0
129050,2,"Marshall Wayne",M,1,1,0
129281,2,"Mariechen M. Wehselau (-Jackson)",F,1,1,0
129476,2,"Abbey Weitzeil",F,1,1,0
129523,2,"Allan Wipper Wells",M,1,1,0
129661,2,"Friedhelm Wentzke",M,1,1,0
129818,3,"Carl Oscar Westergren",M,3,0,0
129886,2,"Jacob "Jake" Wetzel",M,1,1,0
130626,2,"Lauryn Chenet Williams",F,1,1,0
130704,2,"Bernard Rollen Williams, III",M,1,1,0
130811,2,"David Dennis "Dave" Wilson",M,1,1,0
130826,2,"Harold Allan Wilson",M,1,1,0
130864,2,"Madison "Madi" Wilson",F,1,1,0
131239,2,"Jrg Woithe",M,1,1,0
131502,2,"Margaret Darling Woodbridge (-Presley)",F,1,1,0
131583,2,"Maxwell "Max" Woosnam",M,1,1,0
132807,2,"Vyacheslav Vladimirovich Yekimov",M,3,0,0
133195,2,"Dannette Louise Young (-Stone)",F,1,1,0
133479,2,"Yun Mi-Jin",F,3,0,0
133777,2,"Ilya Leonidovich Zakharov",M,1,1,0
134703,2,"Viktor Frantsevich Zhdanovich",M,3,0,0
135474,2,"Albert Hermann Zrner",M,1,1,0
122092,2,"Michael Francis "Mike" Troy",M,2,0,0
123298,2,"Gintautas Ionovich Umaras",M,2,0,0
123437,2,"Dino Urbani",M,2,0,0
124273,2,"Auguste Van De Verre",M,2,0,0
126750,2,"Aleksandr Yuryevich Vinogradov",M,2,0,0
127045,2,"Matthew Haynes "Matt" Vogel",M,2,0,0
127281,2,"Nils Gustaf Fredrik Bror "Hans" von Blixen-Finecke, Jr.",M,2,0,0
127290,2,"Georg Gustaf Wilhelm von Braun",M,2,0,0
127534,2,"Marianne Vos",F,2,0,0
127972,2,"Richard Donald "Rusty" Wailes",M,2,0,0
129022,2,"Quincy Dushawn Watts",M,2,0,0
129164,2,"Garrett Weber-Gale",M,2,0,0
129609,2,"Dieter Wendisch",M,2,0,0
129975,2,"Albert Cosad "Al" White",M,2,0,0
130318,2,"Hazel Virginia Wightman (Hotchkiss-)",F,2,0,0
130651,2,"Percy Alfred Williams",M,2,0,0
130759,2,"Helen Newington Wills (-Moody, -Roark)",F,2,0,0
131462,2,"Carolyn Virginia Wood",F,2,0,0
131623,2,"Kay Frances Worthington (-Teti)",F,2,0,0
131684,2,"Beals Coleman Wright",M,2,0,0
132011,2,"Xiao Qin",M,2,0,0
132364,2,"Haruhiro Yamashita (-Matsuda)",M,2,0,0
132744,2,"Ye Shiwen",F,2,0,0
132795,2,"Yana Karapetovna Yegoryan",F,2,0,0
132880,2,"Hamza Yerlikaya",M,2,0,0
134243,2,"Monika Zehrt (-Landgraf)",F,2,0,0
134418,2,"Zhan Xugang",M,2,0,0
2723,2,"Gaston Jules Louis Antoine Alibert",M,2,0,0
3815,2,"Gary Lee Anderson",M,2,0,0
4165,2,"Theresa Andrews",F,2,0,0
4400,2,"Hannelore Anke (-Hofmann)",F,2,0,0
4404,2,"Johan August Anker",M,2,0,0
4607,2,"Kaarlo Johan Jalmari "Kalle" Anttila",M,2,0,0
5058,2,"Marcus Mills Pomeroy "Mark" Arie",M,2,0,0
6270,2,"Arthur DeLancey "Dan" Ayrault, Jr.",M,2,0,0
6448,2,"Alonzo Carl Babers",M,2,0,0
6890,2,"Donovan Bailey",M,2,0,0
7212,2,"Baldo Baldi",M,2,0,0
7784,2,"Raymond James "Ray" Barbuti",M,2,0,0
7961,2,"Jennifer-Kirsten Barnes",F,2,0,0
8285,2,"Robert Bartko",M,2,0,0
8564,2,"Walter Bathe",M,2,0,0
8655,2,"Mavlet Alavdinovich Batyrov",M,2,0,0
8749,2,"Alexander "Alex" Baumann",M,2,0,0
8910,2,"Ryan Neville Bayley",M,2,0,0
9739,2,"Antonella Bellutti",F,2,0,0
12114,2,"Armand Blanchonnet",M,2,0,0
12724,2,"Anatoly Ivanovich Bogdanov",M,2,0,0
13860,2,"Elizabeth Anne "Beth" Botsford",F,2,0,0
13956,2,"Danil Ephrem Jean Odiel Bouckaert",M,2,0,0
14759,2,"Gregor Braun",M,2,0,0
14840,2,"Andreas Bang Brecke",M,2,0,0
15527,2,"Graeme Allen Brown",M,2,0,0
15763,2,"Michael Lee "Mike" Bruner",M,2,0,0
16611,2,"Lynn Edythe Burke (-McConville)",F,2,0,0
18471,2,"William Arthur "Bill" Carr",M,2,0,0
18474,2,"Catherine L. "Cathy" Carr (-West)",F,2,0,0
18481,2,"Henry William Carr",M,2,0,0
19760,2,"Chang Hye-Jin",F,2,0,0
20093,2,"Mauro Checcoli",M,2,0,0
20150,2,"Chen Aisen",M,2,0,0
20936,2,"Cho Yun-Jeong",F,2,0,0
22162,2,"Leroy Braxton "Roy" Cochran",M,2,0,0
22238,2,"Edmund Sloane "Tad" Coffin",M,2,0,0
22274,2,"Tiffany Lisa Cohen (-Adams, -Lalonde)",F,2,0,0
22648,2,"Gary Robert Conelly",M,2,0,0
22692,2,"Barthold Wayne "Bart" Conner",M,2,0,0
23325,2,"Tommaso Costantino",M,2,0,0
23482,2,"Thomas William "Tom" Courtney",M,2,0,0
23661,2,"Ralph Cook Craig",M,2,0,0
24819,2,"Mustafa Dastanl",M,2,0,0
24953,2,"Troy Lane Dalbey",M,2,0,0
25717,2,"Otis Crandall Davis",M,2,0,0
27569,2,"Deng Linlin",F,2,0,0
28277,2,"Manuel Dionisio Daz Martnez",M,2,0,0
28401,2,"Nelson W. Diebel",M,2,0,0
28479,2,"John A. Dietz",M,2,0,0
29115,2,"Gottfried Dhn",M,2,0,0
29140,2,"Martin Doktor",M,2,0,0
29477,2,"Luis Doreste Blanco",M,2,0,0
29941,2,"Victoria Manalo "Vicki" Draves",F,2,0,0
29989,2,"Caeleb Remel Dressel",M,2,0,0
31484,2,"Hugh Robert Arthur Edwards",M,2,0,0
33457,2,"Lee Edward Evans",M,2,0,0
33734,2,"Leandro Faggin",M,2,0,0
33793,2,"David William Fairbank",M,2,0,0
34141,2,"Felix Jeffrey "Jeff" Farrell",M,2,0,0
34626,2,"Feng Zhe",M,2,0,0
34688,2,"Cathy Jane Ferguson (-Brennan)",F,2,0,0
35191,2,"John Charles Field-Richards",M,2,0,0
35453,2,"Domenico Fioravanti",M,2,0,0
35939,2,"Ronald Florijn",M,2,0,0
36561,2,"Catherine Mai-Lan Fox",F,2,0,0
37028,2,"Carl-Friedrich Freiherr von Langen-Parow",M,2,0,0
37232,2,"Oskar David "Oskari" Friman",M,2,0,0
37672,2,"Bruce MacFarlane Furniss",M,2,0,0
37911,2,"Sante Giovanni Gaiardoni",M,2,0,0
38195,2,"Felicity Madeline Galvez",F,2,0,0
39898,2,"Ute Geweniger (-Strauss)",F,2,0,0
40331,2,"James Angus Gillan",M,2,0,0
40910,2,"Henry Maurice Andr Gobert",M,2,0,0
41683,2,"Brian Stuart Goodell",M,2,0,0
41826,2,"Arthur William Charles "Wentworth" Gore",M,2,0,0
42053,2,"Jean Goujon",M,2,0,0
42272,2,"James Robert "Jay" Graham",M,2,0,0
43150,2,"Marcus Gro",M,2,0,0
43662,2,"Savino Guglielmetti",M,2,0,0
44240,2,"Brice Emmanuel Guyart",M,2,0,0
45539,2,"Louis de Breda "Lou" Handley",M,2,0,0
45617,2,"Edith Margaret Hannam (Boucher-)",F,2,0,0
46370,2,"Armin Hary",M,2,0,0
46514,2,"Kurt Hasse",M,2,0,0
46821,2,"Takuji Hayata",M,2,0,0
46839,2,"Robert Lee "Bob" Hayes",M,2,0,0
47659,2,"Edward August "Ed" Hennig",M,2,0,0
47696,2,"John Malcolm "Jon" Henricks",M,2,0,0
48132,2,"Angel Herrera Vera",M,2,0,0
48468,2,"Yrj Jalmari Hietanen",M,2,0,0
48696,2,"James Ray "Jim" Hines",M,2,0,0
48819,2,"Egbert Hirschfelder",M,2,0,0
49047,2,"George Ritchie Hodgson",M,2,0,0
49467,2,"Torsten Oswald Magnus Holmberg",M,2,0,0
50441,2,"Gregor Hradetzky",M,2,0,0
50932,2,"Justin Grant Huish",M,2,0,0
50960,2,"Sarina Hlsenbeck (-Fischer)",F,2,0,0
51893,2,"Gary Steven Ilman",M,2,0,0
53136,2,"Marjorie Jackson (-Nelson)",F,2,0,0
53169,2,"Lisa Rae Jacob",F,2,0,0
53240,2,"Jean Lucien Nicolas Jacoby",M,2,0,0
54269,2,"Charles Lamont "Charlie" Jenkins, Sr.",M,2,0,0
55139,2,"Claes Edvin Johanson",M,2,0,0
55357,2,"David Charles Johnson",M,2,0,0
55480,2,"William Roy Johnson",M,2,0,0
56071,2,"Richard John "Dick" Joyce",M,2,0,0
56170,2,"Alberto Juantorena Danger",M,2,0,0
58587,2,"Michael "Mike" Kelly",M,2,0,0
59922,2,"Kim Gyeong-Uk",F,2,0,0
60494,2,"Lilly King",F,2,0,0
60520,2,"Clarence Brickwood "Clarrie" Kingsbury",M,2,0,0
60670,2,"Ulrich Gnter Hermann "Uli" Kirchhoff",M,2,0,0
60713,2,"Oliver Leonard Kirk",M,2,0,0
62045,2,"George Harold Kojac",M,2,0,0
62697,2,"Kerstin Kppen (Kosbab-)",F,2,0,0
64487,2,"Ku Bon-Chan",M,2,0,0
65286,2,"Volodymyr Petrovych Kuts",M,2,0,0
65720,2,"mile Henri Lachapelle",M,2,0,0
65742,2,"Ethel Minnie Lackie (-Watkins)",F,2,0,0
66294,2,"Sven Axel Richard Landberg",M,2,0,0
66731,2,"George Edward Larner",M,2,0,0
66747,2,"Michael Denny "Mike" Larrabee",M,2,0,0
66883,2,"Karl Gunnar Larsson",M,2,0,0
68321,2,"Waldemar Legie",M,2,0,0
71084,2,"Gabriele "Gabi" Lohs-Khn",F,2,0,0
71127,2,"Vasyl Anatoliyovich Lomachenko",M,2,0,0
72058,2,"Jrg Lucke",M,2,0,0
72339,2,"Stephen K. "Steve" Lundquist",M,2,0,0
73395,2,"Wolfgang Mager",M,2,0,0
74156,2,"Hkan Malmrot",M,2,0,0
75163,2,"Viktor Fyodorovich Markin",M,2,0,0
75868,2,"Francesco Martino",M,2,0,0
76256,2,"Nicols Alejandro Mass Fried",M,2,0,0
76272,2,"Svetlana Aleksandrovna Masterkova",F,2,0,0
76686,2,"Vincent Edward "Vince" Matthews",M,2,0,0
77690,2,"Donald Ward "Don" McKenzie, Jr.",M,2,0,0
78195,2,"George Nicholas Mehnert",M,2,0,0
78869,2,"James Edwin "Ted" Meredith",M,2,0,0
79137,2,"Karin Metze (-Ulbricht)",F,2,0,0
79462,2,"Ingrid Mickler-Becker (-Inglau)",F,2,0,0
80613,2,"Yasuji Miyazaki",M,2,0,0
80749,2,"Diana Iuliana Mocanu",F,2,0,0
80777,2,"Edward Russell Mockridge",M,2,0,0
82035,2,"Lawrence Robert "Laurie" Morgan",M,2,0,0
82184,2,"Helmer Fredrik Gustafsson Mrner",M,2,0,0
84006,2,"Rafael Nadal Parera",M,2,0,0
85255,2,"Ferenc Nmeth",M,2,0,0
85991,2,"Ingar H. Nielsen",M,2,0,0
86250,2,"Marharyta Mykolavna Nikolaieva (Petrova-)",F,2,0,0
86896,2,"Axel Nordlander",M,2,0,0
86912,2,"Hans Theodor Nordvik (Torbergsen-)",M,2,0,0
86942,2,"Karl Axel Patrik Norling",M,2,0,0
87245,2,"Andr Alfons Noyelle",M,2,0,0
87308,2,"Mauro Numa",M,2,0,0
87369,2,"Norayr Aram Nurikyan",M,2,0,0
89697,2,"Harold Marion Osborn (Osborne-)",M,2,0,0
89765,2,"Albina Lucy Charlotte Osipowich (-Van Aken)",F,2,0,0
90911,2,"Kristjan Palusalu",M,2,0,0
92136,2,"Melvin Emery "Mel" Patton",M,2,0,0
92273,2,"Attilio Pavesi",M,2,0,0
93780,2,"Birgit Peter (-Hndle)",F,2,0,0
94031,2,"Serhiy Volodymyrovych Petrenko",M,2,0,0
94883,2,"Gyrgy Piller (Jekelfalussy-)",M,2,0,0
95082,2,"Jean Piot",M,2,0,0
96150,2,"Marioara Popescu-Ciobanu",F,2,0,0
96880,2,"Irina Natanovna Press",F,2,0,0
97040,2,"Meyer Prinstein",M,2,0,0
98669,2,"Robeisy Eloy Ramrez Carrazana",M,2,0,0
99504,2,"Bernard Boverton Redwood",M,2,0,0
99720,2,"Charles Decker Reidpath",M,2,0,0
99895,2,"Lindy John Remigino",M,2,0,0
99971,2,"Max Rendschmidt",M,2,0,0
100072,2,"Stephen Karl "Steve" Rerych",M,2,0,0
100317,2,"George Vincent Rhoden",M,2,0,0
100873,2,"Rim Jong-Sim",F,2,0,0
100995,2,"Walter Stephen "Wally" Ris",M,2,0,0
101385,2,"Shirley Ann Robertson (-Boag)",F,2,0,0
102290,2,"Hinrich Peter Romeike",M,2,0,0
102584,2,"Sven Axel Arigo Rosn",M,2,0,0
102818,2,"Monica Rou",F,2,0,0
103259,2,"Joseph Aloysius "Joe" Ruddy, Sr.",M,2,0,0
103576,2,"Willem "Wim" Ruska",M,2,0,0
103607,2,"Douglas Albert "Doug" Russell",M,2,0,0
107621,2,"Carolyn Jane Schuler",F,2,0,0
107712,2,"Bradley Darrell Schumacher",M,2,0,0
109437,2,"Courtney Amanda Shealy (-Hart)",F,2,0,0
109683,2,"Shi Tingmao",F,2,0,0
110603,2,"Sim Gwon-Ho",M,2,0,0
111634,2,"Nicholas David "Nick" Skelton",M,2,0,0
111820,2,"Arkadiusz Skrzypaszek",M,2,0,0
112198,2,"William Melvin "Bill" Smith, Jr.",M,2,0,0
112576,2,"James Howard Snook",M,2,0,0
113855,2,"Joan Arlene Spillane",F,2,0,0
114981,2,"Helen Herring Stephens",F,2,0,0
115933,2,"Ludwig Fritz Ernst Stubbendorff",M,2,0,0
116961,2,"Karl-Johan Svensson (Sarland)",M,2,0,0
117568,2,"Katalin Szke (Homonnai-, -Markovits, -Domjan)",F,2,0,0
118861,2,"Brenda Susan Taylor",F,2,0,0
119008,2,"Levan Tediashvili",M,2,0,0
119875,2,"Alan Blair Thompson",M,2,0,0
120083,2,"Isaac Thomas Thornycroft",M,2,0,0
120088,2,"James Francis "Jim" Thorpe",M,2,0,0
120145,2,"Petra Thmer (-Deckert, -Katzur)",F,2,0,0
120505,2,"Aleksey Viktorovich Tishchenko",M,2,0,0
120567,2,"Davide Tizzano",M,2,0,0
120784,2,"Thomas Edward "Eddie" Tolan, Jr.",M,2,0,0
