Athlete_ID,event_anzahl,name,sex,Goldmedallien,Silbermedallien,Bronzemmedallien
65647,2,"Andr Labatut",M,2,2,0
65654,2,"Lloyd Barrington LaBeach",M,0,0,2
66123,2,"Eric Lamaze",M,1,1,1
66798,2,"Henry Ludvig Larsen",M,0,0,2
66916,2,"Carl Rune Larsson",M,0,0,2
68371,2,"Jens Lehmann",M,2,2,0
68384,3,"Walter Lehmann",M,0,3,0
68407,2,"Veli Veikko Valtteri Lehtel",M,0,0,2
68610,2,"Christophe Alexandre Christian Lematre",M,0,0,2
68889,2,"Tommaso Lequio di Assaba",M,1,1,1
69311,2,"Li Bun-Hui",F,0,0,2
69411,3,"Li Jing",M,0,3,0
70806,2,"Joan Llaneras Rossell",M,2,2,0
71665,2,"Gregory Efthimios "Greg" Louganis",M,4,1,0
72706,4,"Valery Viktorovich Lyukin",M,2,2,0
74148,2,"Erik Malmberg",M,1,1,1
74295,3,"Laure Manaudou",F,1,1,1
74639,4,"Simone Ashley Manuel",F,2,2,0
75102,2,"Martin Georgiev Marinov",M,0,0,2
76206,2,"Armand mile Nicolas Massard",M,1,1,1
76316,2,"Lajos Maszlay",M,0,0,2
76406,2,"Marlene Judith Mathews-Willard (-O'Shea)",F,0,0,2
76449,2,"Franois Mathy",M,0,0,2
76596,2,"Masayuki Matsunaga",M,0,0,2
76815,2,"Alexander Elsdon Maunder",M,1,1,1
77241,4,"Marnie Elizabeth McBean",F,3,0,1
77452,2,"Beverly McDonald (-Stewart)",F,1,1,1
77505,2,"Cameron McEvoy",M,0,0,2
77670,2,"Charles "Charlie" McKee",M,0,0,2
77673,2,"Alexander Timothy "Tim" McKee",M,0,3,0
77744,2,"Frank Edward McKinney, Jr.",M,1,1,1
78964,2,"LaShawn Merritt",M,3,0,1
80091,3,"Galina Yakovlevna Minaicheva (-Sharabidze)",F,1,1,1
80399,2,"Dennis Allen Mitchell",M,1,1,1
80499,2,"Risako Mitsui",F,0,0,2
80736,3,"Lars-Erik Moberg",M,0,3,0
81542,2,"John Carter "Jack" Montgomery",M,0,0,2
81545,4,"James Paul "Jim" Montgomery",M,3,0,1
82151,3,"Shinji Morisue",M,1,1,1
82156,2,"Tomomi Morita",M,0,0,2
82521,2,"Miwako Motoyoshi",F,0,0,2
82877,3,"Camille-Marie Manuella Muffat",F,1,1,1
82944,2,"Sadik Mujki",M,0,0,2
83392,3,"Diana Marie Munz (-DePetro)",F,1,1,1
83446,4,"Valentin Ivanovich Muratov",M,4,1,0
83543,2,"Patrick Murphy",M,0,0,2
83976,5,"John Phillips Naber",M,4,1,0
84026,5,"Nedo Nadi",M,6,0,0
84162,2,"Imre Nagy",M,1,1,1
84420,3,"Nadia Anita Louise Nall (-Richesson)",F,1,1,1
84650,2,"Mohammad Nassiri Seresht",M,1,1,1
85201,3,"John Maurer Nelson",M,1,1,1
86099,2,"Heikki Veli Nieminen",M,0,0,2
86313,2,"Rohullah Nikpai",M,0,0,2
86527,2,"Maureen Roxane Nelly Nisima",F,0,0,2
86707,2,"Peter Nocke",M,0,0,2
87145,2,"Igor Novikov",M,2,2,0
87600,2,"O Gyo-Mun",M,1,1,1
87636,3,"Ecaterina Oancia (Iane-)",F,1,1,1
87869,2,"David O'Connor",M,1,1,1
88066,2,"Marlies Oelsner-Ghr",F,2,2,0
88316,2,"Christine Ijeoma Chika Ohuruogu",F,1,1,1
88534,2,"Fumiko Okuno",F,0,0,2
89220,2,"Nkemdilim "Mary" Onyali-Omagbemi",F,0,0,2
89564,2,"William Robert "Bill" Orthwein",M,0,0,2
89728,2,"Martinus Bernardus "Tinus" Osendarp",M,0,0,2
89998,3,"Anne Ottenbrite (-Muylaert)",F,1,1,1
90020,6,"Kristin Otto",F,6,0,0
90466,3,"Charles William "Charley" Paddock",M,2,2,0
90594,2,"Charles Ferdinand Pahud de Mortanges",M,4,1,0
91076,2,"Nikolay Ivanovich Pankin",M,0,0,2
92326,2,"Anna Anatolyevna Pavlova",F,0,0,2
92574,2,"Zdenk Pecka",M,0,0,2
92674,4,"Susan Jane "Sue" Pedersen (-Pankey)",F,2,2,0
92849,4,"Istvn Pelle",M,2,2,0
92858,2,"Alberto Pellegrino",M,2,2,0
92887,2,"Giorgio Pellini",M,0,3,0
93333,2,"Joaqun Prez de las Heras",M,0,0,2
93466,2,"Kieren John Perkins",M,2,2,0
93875,2,"Josef Petersen",M,0,3,0
94259,2,"Elin Ann-Sofi Pettersson-Colling (-Saltin)",F,1,1,1
95235,2,"Toimi Johannes Pitknen",M,0,0,2
95468,2,"Catherine Franoise Marella Plewinski (-Arie)",F,0,0,2
95556,2,"George Coleman Poage",M,0,0,2
96401,3,"Sndor Psta",M,1,1,1
96563,2,"Horatio Orlando Poulter",M,0,0,2
96795,3,"Robert Prak",M,0,3,0
97502,2,"Oreste Puliti",M,4,1,0
97613,2,"Alexander Pusch",M,2,2,0
98143,2,"Peter Frank Radford",M,0,0,2
98222,2,"Dumitru Rducanu",M,1,1,1
98507,2,"Mark Semyonovich Rakita",M,2,2,0
98874,3,"Thomas "Ted" Ranken",M,0,3,0
99396,2,"Antoine Rebetez",M,0,0,2
100206,2,"Amedee Valle Reyburn, Jr.",M,0,0,2
100534,2,"Henry Barber Richardson",M,0,0,2
100596,3,"Annegret Richter (Irrgang-)",F,2,2,0
100656,2,"Charles Riddy",M,0,0,2
100797,2,"Aileen Muriel Riggin (-Soule)",F,1,1,1
100800,2,"Frank Stahl Righeimer, Jr.",M,0,0,2
101044,3,"Major Josiah George Ritchie",M,1,1,1
101290,2,"Edwin Anthony Roberts",M,0,0,2
101393,2,"Peter David Robeson",M,0,0,2
101425,2,"Clint David Robinson",M,1,1,1
101967,2,"Philip John "Phil" Rogers",M,0,0,2
103013,2,"Olavi Antero Rove (Grnfelt-)",M,1,1,1
103225,2,"Taylor Madison Ruck",F,0,0,2
103253,3,"Bevil Gordon d'Urban Rudd",M,1,1,1
103298,3,"Wilma Glodean Rudolph (-Ward, -Eldridge)",F,3,0,1
103665,2,"tefan Rusu",M,1,1,1
103698,2,"Tadeusz Rutkowski",M,0,0,2
103722,2,"Sylvia Eliina Ruuska",F,1,1,1
103743,2,"Zdenk Rika",M,0,0,2
103819,2,"Viktor Grigoryevich Rybakov",M,0,0,2
104081,2,"Gianluigi Saccaro",M,1,1,1
104879,2,"Nino Salukvadze (-Machavariani)",F,1,1,1
105010,2,"Tetiana Volodymyrivna Samolenko-Dorovskykh (Khamitova-, -Apaicheva)",F,1,1,1
105400,2,"Karl Bertil Sandstrm",M,0,3,0
105874,2,"Alessio Sartori",M,1,1,1
106413,2,"Ole Andreas Sther",M,1,1,1
106452,2,"Ylenia Scapin",F,0,0,2
106746,2,"Zoltn Schenker (Ozoray)",M,1,1,1
106767,2,"Fernando "Xuxa" de Queiroz Scherer",M,0,0,2
107033,2,"Harald Schmid",M,0,0,2
107246,2,"Werner Schneeberger",M,0,0,2
107355,3,"Roland Mark Schoeman",M,1,1,1
107523,2,"Hermann Schridde",M,1,1,1
107781,2,"Carl Otto Schutte",M,0,0,2
108242,2,"Adolf Seger",M,0,0,2
108376,2,"aban Sejdi",M,0,0,2
108468,2,"Vladimir Vladimirovich Selkov",M,0,3,0
109141,4,"Hrant Shahinyan",M,2,2,0
109587,4,"Melvin Winfield "Mel" Sheppard",M,4,1,0
109597,3,"Martin Joseph Sheridan",M,3,0,1
110536,2,"Lus Falco de Mena e Silva",M,0,0,2
111415,2,"Yury Fyodorovich Sisikin",M,2,2,0
111543,3,"Sarah Frederica Sjstrm",F,1,1,1
111948,2,"Willem Frederik "Wim" Slijkhuis",M,0,0,2
112192,2,"Rebecca Gwendolyn "Becky" Smith (-Wiber)",F,0,0,2
112357,4,"Michelle Marie Smith (-De Bruin)",F,3,0,1
112515,3,"Volodymyr Viktorovych Smyrnov",M,1,1,1
113001,2,"Wilfried Soltau",M,0,0,2
113382,2,"Koji Sotomura",M,0,0,2
113643,2,"Antonio Spallino",M,1,1,1
114320,2,"Robert Sedgewick Stangland",M,0,0,2
114928,3,"Oskar Albinus "Albin" Stenroos",M,1,1,1
115145,2,"Geoffrey Peter "Geoff" Stewart",M,0,0,2
115149,2,"James Alexander Stewart",M,0,0,2
116499,2,"Sun Wenyan",F,0,3,0
116514,2,"Sun Yujie",F,1,1,1
116610,3,"Bedich upk",M,1,1,1
116976,3,"Johan Rudolf Svensson",M,2,2,0
117316,2,"Bence Szab",M,2,2,0
117318,5,"Ecaterina (Katalin-) Szabo (-Tamas)",F,4,1,0
117321,2,"Gabriela Szabo (-Gyngyssy)",F,1,1,1
117353,2,"Szilvia Szab",F,0,3,0
117428,2,"Kazimierz Wiesaw Szczerba",M,0,0,2
118884,2,"Geoffrey Barron Taylor",M,0,0,2
119232,2,"Aya Terakawa",F,0,0,2
119320,2,"Simon Duncan Terry",M,0,0,2
119438,2,"Marcus "Mark" Tewksbury",M,1,1,1
119568,2,"Stev Theloke",M,0,0,2
119741,2,"Sven Alfred Thofelt",M,1,1,1
120958,2,"James Bruce Tomkins",M,3,0,1
121103,2,"Hjrdis Viktoria Tpel",F,0,0,2
416,2,"Nils Georg berg",M,0,1,1
460,2,"Viktor Andreyevich Aboimov",M,0,1,1
690,2,"Chantal Achterberg",F,0,1,1
807,2,"Benjamin Willard "Ben" Adams",M,0,1,1
1114,2,"Luca Agamennoni",M,0,1,1
1574,2,"Kosei Akaishi",M,0,1,1
1595,2,"Hseyin Akba",M,0,1,1
3554,2,"Arthur Martinius Amundsen",M,0,1,1
3749,2,"Jrgen Marius Andersen",M,0,1,1
4059,2,"Georges Ivan "Go" Andr (Monnard-)",M,0,1,1
4145,2,"Janice "Jan" Andrew (-Thornett)",F,0,1,1
4153,2,"Arthur Fleming Andrews",M,0,1,1
4168,2,"Boris Vasilyevich Andreyev",M,0,1,1
4393,2,"Herta Anita",F,0,1,1
4531,2,"Aleksy Antkiewicz",M,0,1,1
4563,2,"Micha Antoniewicz (-Woysym)",M,0,1,1
6300,2,"Albert Azaryan",M,3,1,0
6549,2,"Albert Bachmann",M,0,1,1
6774,2,"Antanas Bagdonaviius",M,0,1,1
7272,2,"Nikolaus "Klaus" Balkenhol",M,2,0,1
7684,2,"Istvn Brny",M,0,1,1
7903,2,"Jane Louise Barkman (-Brown)",F,2,0,1
8053,2,"Alexandra Barr (Sandor-)",F,0,1,1
8306,2,"Michiel Bernhard Emiel Marie Bartman",M,1,2,0
8359,2,"Jan Brt",M,0,1,1
8632,2,"Thomas Sydney Battersby",M,0,1,1
9092,2,"Dsir Beaurain",M,0,1,1
9460,2,"Elizabeth Lyon Beisel",F,0,1,1
9487,2,"Kenenisa Bekele Beyecha",M,3,1,0
9609,2,"Semyon Viktorovich Belits-Geyman",M,0,1,1
9627,2,"Alphonzo Edward Bell, Sr.",M,0,1,1
9829,2,"David Sagitovich Belyavsky",M,0,1,1
10349,2,"Oleksandr Mykolaiovych Beresh",M,0,1,1
10411,2,"Giancarlo Bergamini",M,1,2,0
10627,2,"Per Gunnar Brje Berlin",M,0,1,1
10771,2,"William Eldred Berntsen",M,0,1,1
11053,2,"Hermann Betschart",M,0,1,1
11147,2,"Ina Beyermann",F,0,1,1
11518,2,"John Arthur Biller",M,0,1,1
13128,2,"Aleksey Petrovich Bondarenko",M,0,1,1
13292,2,"Cristina Bonta (-Ttaru)",F,0,1,1
14010,2,"Alexandre Franois tienne Jean Bouin",M,0,1,1
14202,2,"Carline Bouw",F,0,1,1
14763,2,"Jerzy Walerian Braun",M,0,1,1
14874,2,"Bernard Brgeon",M,0,1,1
15151,3,"Valerie Ann Brisco-Hooks",F,3,1,0
15596,2,"Thomas Granville "Tom" Brown",M,0,1,1
15893,3,"George Philip "Phil" Bryant",M,2,0,1
15931,2,"Olha Arkadivna Bryzhina (Vladykina-)",F,3,1,0
16240,2,"Anton "Toni" Bhler",M,0,1,1
16294,2,"Nikolay Petkov Bukhalov",M,2,0,1
16491,2,"William Douglas "Doug" Burden",M,0,1,1
16614,2,"Steven James Burke",M,2,0,1
16840,2,"Wilhelm "Willi" Bsing",M,0,1,1
17199,2,"Giulio Cacciandra",M,0,1,1
17272,2,"Tania Cagnotto (-Parolin)",F,0,1,1
17650,2,"Tiago Henrique de Oliveira Camilo",M,0,1,1
17815,2,"Niccol Campriani",M,3,1,0
18005,3,"Cao Yuan",M,2,0,1
18150,2,"Ona Carbonell Ballestero",F,0,1,1
18369,2,"Giovanni Carminucci",M,0,1,1
18563,2,"Lisa Carrington",F,2,0,1
18840,2,"Andrea Cassar",M,2,0,1
19353,2,"Miroslav Cerar",M,2,0,1
19381,2,"Stefano Cerioni",M,2,0,1
19875,2,"Germain Louis Marcel Chardin",M,0,1,1
19947,2,"Harvey Blashford Charters",M,0,1,1
20080,2,"Yuriy Volodymyrovych Cheban",M,2,0,1
20258,2,"Chen Ruolin",F,5,0,0
20312,2,"Chen Yibing",M,3,1,0
20426,2,"Nina Viktorovna Cheremisina",F,0,1,1
21313,2,"Linford Ecerio Christie",M,1,2,0
21712,2,"Doina Ciucanu-Robu",F,0,1,1
21837,3,"Stephen Edward "Steve" Clark",M,5,0,0
22107,2,"Beatrice Nicoleta Coad-Claru",F,0,1,1
23096,2,"Monique Adelinde Cornelissen",F,0,1,1
23465,2,"Albert Courquin",M,0,1,1
23723,2,"Shawn Crawford",M,1,2,0
23878,2,"June Alexandra Croft",F,0,1,1
24637,2,"Afrnio Antnio da Costa",M,0,1,1
25615,2,"David "Dave" Davies",M,0,1,1
25762,2,"Anastasiya Semyonovna Davydova",F,5,0,0
26342,2,"Patrik Georg Fabian de Laval",M,0,1,1
27542,2,"Willemijntje "Willy" den Ouden (-Broms, -Jager, -Schupper)",F,1,2,0
27601,2,"Aleksey Alekseyevich Denisenko",M,0,1,1
28352,2,"Simon Charles Dickie",M,2,0,1
28662,2,"Ding Ning",F,3,1,0
29227,2,"Carola Dombeck",F,0,1,1
29455,2,"Marek Franciszek Dopieraa",M,0,1,1
30505,2,"Charlotte Susan Jane Dujardin",F,3,1,0
30882,2,"Nathaniel James "Nate" Dusing",M,0,1,1
30918,2,"Phillip Peter Dutton",M,2,0,1
31012,2,"Conor James Dwyer",M,2,0,1
31084,2,"Gustaf Peder Wilhelm Dyrssen",M,1,2,0
31234,2,"Martin Henri Eberhardt",M,0,1,1
31759,2,"John Lincoln Eisele",M,0,1,1
32323,2,"William Ellicott",M,0,1,1
32435,2,"Patricia Anne "Patsy" Elsener (-Homan)",F,0,1,1
32577,2,"Tnu Endrekson",M,0,1,1
32614,2,"Nils Erik Engdahl",M,0,1,1
32631,2,"Hermann Engelhard",M,0,1,1
33079,2,"Anthony Lee Ervin",M,3,1,0
33547,3,"Henry Norwood "Barney" Ewell",M,1,2,0
33557,3,"Raymond Clarence "Ray" Ewry",M,5,0,0
33945,2,"Fan Bin",M,0,1,1
34864,2,"Maria Jose "Mary Joe" Fernandez (-Godsick)",F,2,0,1
34995,2,"Marcelo Bastos Ferreira",M,2,0,1
35027,2,"Beatriz Ferrer-Salat Serra de Migui",F,0,1,1
35155,2,"Sigrid Fick (Frenckell-)",F,0,1,1
35292,2,"Mariya Yevgenyevna Filatova (-Kurbatova)",F,2,0,1
35572,5,"Morris "Bud" Fisher",M,5,0,0
35706,3,"Firmin Flamand",M,2,0,1
35794,2,"Thomas Flemming",M,0,1,1
36009,2,"Paul Jeffrey Foerster",M,1,2,0
36026,2,"Hans Marius Fogh",M,0,1,1
36335,2,"Eino Vilho Forsstrm",M,0,1,1
37084,2,"Antoaneta Nikolova Frenkeva",F,0,1,1
37301,2,"Lars Arne Frlander",M,1,2,0
37613,2,"Guido Fulst",M,2,0,1
37991,2,"Petros Galaktopoulos",M,0,1,1
38087,2,"Lyubov Vladimirovna Galkina",F,1,2,0
38735,2,"Edward Gardre",M,1,2,0
38858,2,"John Carlyle "Johnny" Garrels",M,0,1,1
39031,2,"Jean-Philippe Gatien",M,0,1,1
39277,2,"Michael William "Mike" Gebhardt",M,0,1,1
39504,3,"Robert Steven "Steve" Genter",M,1,2,0
39586,2,"Pierre Lon Gaston Georget",M,0,1,1
39849,2,"Hans-Jrgen Geschke",M,0,1,1
40189,2,"Csaba Giczy",M,0,1,1
40328,2,"Nicolas Gill",M,0,1,1
40449,2,"Drew Cameron Ginn",M,3,1,0
40512,2,"Girolamo Giovinazzo",M,0,1,1
40659,2,"Douglas Seneca "Doug" Gjertsen",M,2,0,1
40674,2,"Klaus Glahn",M,0,1,1
41003,2,"Alfred Goeldel-Bronikoven",M,0,1,1
41231,2,"Rolf Glz",M,0,1,1
42575,2,"William F. Grebe",M,0,1,1
43046,2,"Igor Anatolyevich Grivennikov",M,0,1,1
43286,2,"Sylwia Gruchaa",F,0,1,1
43787,2,"Ingrid Gulbin-Engel-Krmer",F,3,1,0
43971,2,"Guo Linyao",M,0,1,1
44050,2,"Sergey Gusev",M,0,1,1
44061,2,"Yuliya Aleksandrovna Gushchina",F,1,2,0
44205,2,"Torsten Ren Gutsche",M,3,1,0
44344,2,"Andrea Gyarmati (-Hesz)",F,0,1,1
44473,2,"Karl-Friedrich Haas",M,0,1,1
44706,2,"Erich Walter Hagen",M,0,1,1
45018,3,"Kaye Marie Hall (-Greff)",F,2,0,1
45134,2,"Arne Halse",M,0,1,1
45312,3,"Paul Elbert Hamm",M,1,2,0
45359,2,"Kathleen "Kathy" Hammond (-Tyson)",F,0,1,1
45917,2,"Saho Harada",F,0,1,1
45966,2,"Sarah Lucy Hardcastle (-Thomas)",F,0,1,1
46342,3,"Karen Margrethe Harup (-Petersen)",F,1,2,0
46608,2,"Frank Otto Haubold",M,0,1,1
46666,2,"Patrick Hausding",M,0,1,1
46856,2,"Robert John "Rob" Hayles",M,0,1,1
46945,2,"He Yingqiang",M,0,1,1
46948,2,"He Zi",F,1,2,0
46989,2,"Lacey Earnest Hearn",M,0,1,1
46998,4,"Michael Steward "Mike" Heath",M,3,1,0
47081,3,"Whitney Lynn Hedgepeth (-Luther)",F,1,2,0
47187,2,"Britta Heidemann",F,1,2,0
47429,2,"Greta Mettina "Greet" Hellemans",F,0,1,1
47430,2,"Nicolette Hellemans (-van Berkel)",F,0,1,1
47478,2,"Mathew Glen Helm",M,0,1,1
47497,2,"Ingeborg "Inge" Helten",F,0,1,1
47532,2,"Deon Marie Hemmings",F,1,2,0
47536,2,"Jan Hempel",M,0,1,1
47664,2,"Gerhard Hennige",M,0,1,1
47740,3,"Frank Sherman Henry",M,1,2,0
47947,3,"Joseph Hermans",M,2,0,1
48302,2,"Gerhard Hetz",M,0,1,1
48386,2,"Penelope "Penny" Heyns",F,2,0,1
48406,4,"Charles Buchanan "Charlie" Hickcox",M,3,1,0
48631,3,"Harry Livingston Hillman, Jr.",M,3,1,0
48709,2,"Lars Hinneburg",M,0,1,1
49244,4,"Nancy Lynn Hogshead (-Makar)",F,3,1,0
49418,2,"Susan "Sue" Holloway (-Joy)",F,0,1,1
49482,3,"Andrew John "Andy" Holmes",M,2,0,1
49498,2,"Kelly Holmes",F,2,0,1
49653,2,"Alexander H. "Alex" Homberger",M,0,1,1
49655,2,"Hans Ernst Homberger",M,0,1,1
49983,3,"Silke Hrner (-Schuck)",F,2,0,1
50016,2,"Marquis Franklin "Bill" Horr",M,0,1,1
50052,2,"Jonathan Alan Horton",M,0,1,1
50170,4,"Katinka Hossz",F,3,1,0
50382,2,"Andrew James Hoy",M,3,1,0
50439,2,"Lucie Hradeck",F,0,1,1
50564,2,"Hu Jia",M,1,2,0
50580,2,"Hu Yadong",F,0,1,1
50597,2,"Huang Chih-Hsiung",M,0,1,1
50715,2,"Konrad Walentin "Konni" Huber",M,0,1,1
50785,2,"Joseph Bernard "Joe" Hudepohl",M,2,0,1
50810,2,"Geoffrey Andrew "Geoff" Huegill",M,0,1,1
50984,3,"Harry Robinson Humby",M,1,2,0
51189,2,"Thomas Huschke",M,0,1,1
51271,2,"Kenneth Arthur "Ken" Huszagh",M,0,1,1
51329,2,"Lon Florent Marie Huybrechts",M,1,2,0
52115,2,"Carl Eugen Ingebretsen",M,0,1,1
52471,2,"Nataliya Sergeyevna Ishchenko",F,5,0,0
53007,2,"Danila Sergeyevich "Dan" Izotov",M,0,1,1
53086,2,"Alan Wharmby Jackson",M,0,1,1
53145,2,"Shericka Jackson",F,0,1,1
53176,2,"Gisela Jacob-Arendt",F,0,1,1
53338,2,"Rita Jahn-Wilden",F,0,1,1
53393,2,"Henning Lynge Jakobsen",M,0,1,1
53627,2,"Jang Jae-Seong",M,0,1,1
54149,3,"Otylia Jdrzejczak",F,1,2,0
54409,2,"Larsen Alan Jensen",M,0,1,1
54812,2,"Jiao Zhimin",F,0,1,1
55233,2,"Gustaf Mauritz Johansson (-Fritzing)",M,0,1,1
55361,2,"Derek James Neville Johnson",M,0,1,1
55365,2,"Robert Earl Johnson",M,0,1,1
55408,2,"Kathleen Ann "Kathy" Johnson (-Clarke)",F,0,1,1
55601,2,"Karl Arthur Jonath",M,0,1,1
55851,2,"Gsta Valdemar Jnsson-Frndfors",M,0,1,1
56236,2,"Zigmas Jukna",M,0,1,1
56298,2,"Michael Jung",M,3,1,0
56560,2,"Gza Kdas",M,0,1,1
56742,2,"Noboyuki Kajitani",M,0,1,1
56874,2,"Lidiya Gavrilovna Kalinina-Ivanova",F,2,0,1
56979,2,"Henry Gustaves Kaltenbrunn",M,0,1,1
57096,2,"Zoltn Kammerer",M,3,1,0
57432,2,"Ashot Karagyan",M,0,1,1
57632,2,"Jan Egon Karlsson",M,0,1,1
58258,2,"Nataliya Ivanovna Kazak",F,0,1,1
58414,2,"Frank D. Kehoe",M,0,1,1
58624,2,"Heike Kemmer",F,2,0,1
58701,2,"Johan Kenkhuis",M,0,1,1
58875,2,"Dagmar Kersten",F,0,1,1
59848,2,"Kim Dong-Mun",M,2,0,1
60169,2,"Kim Myong-Nam",M,0,1,1
60591,2,"Christian Kipfer",M,0,1,1
60789,2,"Tanyu Khristov Kiryakov",M,2,0,1
60846,2,"Gza Kiss (Drippei-, -Klein)",M,0,1,1
61434,2,"Ulrika Margareta Knape (-Lindberg)",F,1,2,0
62062,3,"Aagje "Ada" Kok (-van der Linden)",F,1,2,0
62208,2,"Yrj Eliel Kolho (Saxberg-)",M,0,1,1
62461,2,"Rita Knig (-Rmer)",F,0,1,1
63457,2,"Aleksandr Vladimirovich Kovalyov",M,0,1,1
63842,2,"Charles Krause",M,0,1,1
64249,3,"Ranomi Kromowidjojo",F,3,1,0
64660,2,"Besik Serodinovich Kudukhov",M,0,1,1
65060,2,"Courtney Anne Kupets (-Carter)",F,0,1,1
65868,2,"Johan Leonard "Leon" Lagerlf",M,0,1,1
65905,2,"Yevgeny Aleksandrovich Lagunov",M,0,1,1
66147,2,"Georges Jacques Lambert",M,0,1,1
66212,2,"Georg Lammers",M,0,1,1
66242,2,"Werner Lampe",M,0,1,1
66355,2,"Bernd Landvoigt",M,2,0,1
66357,2,"Jrg Landvoigt",M,2,0,1
66642,2,"Kaarlo Kustaa "Kalle" Lappalainen",M,0,1,1
66726,2,"Mitchell James "Mitch" Larkin",M,0,1,1
67075,2,"Hilde Lauer (-Ttaru)",F,0,1,1
67283,2,"Leslie Francis Law",M,1,2,0
67335,2,"Tayna Lawrence",F,1,2,0
67468,2,"Marek bik",M,0,1,1
67519,2,"Philippe Le Hardy de Beaulieu",M,0,1,1
67568,2,"Henry Meredith Leaf",M,0,1,1
67596,2,"John Scott Leary",M,0,1,1
67784,2,"Lee Bo-Na",F,0,1,1
67831,2,"Lee Dae-Hun",M,0,1,1
68029,2,"Lee Ju-Hyeong",M,0,1,1
68091,2,"Samuel "Sammy" Lee",M,2,0,1
68135,2,"Lee Seung-Bae",M,0,1,1
68705,3,"Suzanne Rachel Flore Lenglen",F,2,0,1
68804,2,"Carolin Leonhardt",F,1,2,0
68934,2,"Mario Lertora",M,2,0,1
68946,2,"Franois Xavier Edmond Marie Lesage",M,2,0,1
69158,2,"Joseph Louis "Joe" Levis",M,0,1,1
69189,2,"Barbara Lewe-Pohlmann-Schttpelz (-Norton, -Conrad)",F,0,1,1
69191,2,"Carl Gustaf Moritz Thure Lewenhaupt",M,0,1,1
69229,2,"Hayley Jane Lewis (-Taylor)",F,0,1,1
69259,2,"Steven Earl "Steve" Lewis",M,3,1,0
69476,2,"Li Ronghua",F,0,1,1
69530,2,"Li Xiaoxia",F,3,1,0
69800,4,"James Davies "Jim" Lightbody",M,3,1,0
69823,2,"Heikki Liimatainen",M,2,0,1
70034,2,"Carl Johan Lind",M,0,1,1
70414,2,"Donald Fithian Lippincott",M,0,1,1
70922,2,"Nikita Konstantinovich Lobintsev",M,0,1,1
71186,2,"John Edward "Jack" London",M,0,1,1
71467,2,"Steven Lopez",M,2,0,1
71510,2,"Yury Yevgenyevich Lorentsson",M,0,1,1
71767,2,"Ladislau Lovrenschi",M,0,1,1
72369,2,"Nomi Ildiko Lung",F,0,1,1
72600,2,"Joseph Patrick "Joe" Lydon",M,0,1,1
72682,3,"Tetiana Feliksivna Lysenko",F,2,0,1
72770,2,"Kaarlo Hannes Maaninka",M,0,1,1
72888,2,"David Ross MacDonald",M,0,1,1
73086,3,"Cyril Winthrop Mackworth-Praed",M,1,2,0
73506,2,"Zoltn Magyar",M,2,0,1
73857,2,"Taoufik Makhloufi",M,1,2,0
73885,2,"Shozo Makino",M,0,1,1
74294,2,"Florent Manaudou",M,1,2,0
74419,2,"Dario Mangiarotti",M,1,2,0
74473,2,"Valentyn Hryhorovych Mankin",M,3,1,0
75041,3,"Humberto Mariles Corts",M,2,0,1
75117,2,"Charles Lonce Pierre Marion",M,1,2,0
75269,2,"Jzsef Marosi",M,0,1,1
75274,2,"Pter Mart",M,0,1,1
75414,2,"John Birnie Marshall",M,0,1,1
75668,2,"Jnos Martinek",M,2,0,1
75877,2,"Branislav "Branko" Martinovi",M,0,1,1
76230,2,"Alexander Chen Massialas",M,0,1,1
76268,4,"Hendrika Wilhelmina "Rie" Mastenbroek (-Kuiper, -de Wit)",F,3,1,0
76533,2,"Ollie Genoa Matson",M,0,1,1
76810,2,"Renata Magorzata Mauer-Raska",F,2,0,1
76873,2,"Umyar Abdullovich Mavlikhanov",M,2,0,1
77481,2,"William Neil McDonnell",M,0,1,1
77600,3,"Edith Marie McGuire (-Duvall)",F,1,2,0
77654,2,"Antonio Ricardo McKay",M,2,0,1
77738,2,"Josephine Eveline McKim (-Chalmers)",F,2,0,1
77749,2,"Burt Plumb McKinnie",M,0,1,1
77769,3,"James Price "Jimmy" McLane, Jr.",M,3,1,0
77779,2,"Jeffrey Dean "Jeff" McLaughlin",M,0,1,1
77900,3,"Julianne Lyn McNamara (-Zeile)",F,1,2,0
78049,3,"Jack Chapman Medica",M,1,2,0
78299,3,"Katrin Meiner",F,2,0,1
78491,2,"Oussama Mellouli",M,2,0,1
79121,4,"Caren Metschuck (-Mahn)",F,3,1,0
79936,2,"Scott Andrew Miller",M,0,1,1
79969,2,"Alice Mary Mills (-Tait)",F,2,0,1
80392,2,"Elizabeth "Betsy" Mitchell",F,1,2,0
80470,2,"Gyrgy Mitr",M,0,1,1
80655,2,"Jun Mizutani",M,0,1,1
81328,2,"Ion Monea",M,0,1,1
81572,2,"Anne Katherine Montminy (-Goldman)",F,0,1,1
82323,2,"Dorian Denis Mortelette",M,0,1,1
82541,2,"Wendell Adrian Mottley",M,0,1,1
83137,2,"Petra Mller (-Schersing)",F,0,1,1
83858,3,"Kenneth "Ken" Myers",M,1,2,0
83962,2,"Na Gyeong-Min",F,0,1,1
84025,4,"Aldo Nadi",M,3,1,0
84315,2,"Mai Nakamura",F,0,1,1
84428,2,"Nam Hyeon-Hui",F,0,1,1
84858,2,"Olga Vladimirovna Nazarova",F,2,0,1
